# Optical n & k TableODB values according to Palik
# Column Entries: wavelength [um], refractive index [1], extinction coefficient [1]
1.2350000E+00,4.3288788E+00,1.8232627E-01
1.2360000E+00,4.3280777E+00,1.8204306E-01
1.2370000E+00,4.3272766E+00,1.8175985E-01
1.2380000E+00,4.3264755E+00,1.8147664E-01
1.2390000E+00,4.3256744E+00,1.8119343E-01
1.2400000E+00,4.3249541E+00,1.8091022E-01
1.2410000E+00,4.3246637E+00,1.8062701E-01
1.2420000E+00,4.3243734E+00,1.8034380E-01
1.2430000E+00,4.3240830E+00,1.8006059E-01
1.2440000E+00,4.3237926E+00,1.7977739E-01
1.2450000E+00,4.3235023E+00,1.7949418E-01
1.2460000E+00,4.3232119E+00,1.7921097E-01
1.2470000E+00,4.3229216E+00,1.7892776E-01
1.2480000E+00,4.3226312E+00,1.7864455E-01
1.2490000E+00,4.3223408E+00,1.7836134E-01
1.2500000E+00,4.3220505E+00,1.7807813E-01
1.2510000E+00,4.3217601E+00,1.7779492E-01
1.2520000E+00,4.3214698E+00,1.7751171E-01
1.2530000E+00,4.3211794E+00,1.7722850E-01
1.2540000E+00,4.3208890E+00,1.7694529E-01
1.2550000E+00,4.3205987E+00,1.7666208E-01
1.2560000E+00,4.3203083E+00,1.7637887E-01
1.2570000E+00,4.3200180E+00,1.7609566E-01
1.2580000E+00,4.3197276E+00,1.7581245E-01
1.2590000E+00,4.3194372E+00,1.7552924E-01
1.2600000E+00,4.3191469E+00,1.7524603E-01
1.2610000E+00,4.3188565E+00,1.7496282E-01
1.2620000E+00,4.3185662E+00,1.7467961E-01
1.2630000E+00,4.3182758E+00,1.7439641E-01
1.2640000E+00,4.3179855E+00,1.7411320E-01
1.2650000E+00,4.3176951E+00,1.7382999E-01
1.2660000E+00,4.3174047E+00,1.7354678E-01
1.2670000E+00,4.3171144E+00,1.7326357E-01
1.2680000E+00,4.3168240E+00,1.7298036E-01
1.2690000E+00,4.3165337E+00,1.7269715E-01
1.2700000E+00,4.3162433E+00,1.7241394E-01
1.2710000E+00,4.3159529E+00,1.7213073E-01
1.2720000E+00,4.3156626E+00,1.7184752E-01
1.2730000E+00,4.3153722E+00,1.7156431E-01
1.2740000E+00,4.3150819E+00,1.7128110E-01
1.2750000E+00,4.3147915E+00,1.7099789E-01
1.2760000E+00,4.3145011E+00,1.7071468E-01
1.2770000E+00,4.3142108E+00,1.7043147E-01
1.2780000E+00,4.3139204E+00,1.7014826E-01
1.2790000E+00,4.3136301E+00,1.6986505E-01
1.2800000E+00,4.3133397E+00,1.6958184E-01
1.2810000E+00,4.3130493E+00,1.6929863E-01
1.2820000E+00,4.3127590E+00,1.6901543E-01
1.2830000E+00,4.3124686E+00,1.6873222E-01
1.2840000E+00,4.3121783E+00,1.6844901E-01
1.2850000E+00,4.3118879E+00,1.6816580E-01
1.2860000E+00,4.3115975E+00,1.6788259E-01
1.2870000E+00,4.3113072E+00,1.6759938E-01
1.2880000E+00,4.3110168E+00,1.6731617E-01
1.2890000E+00,4.3107265E+00,1.6703296E-01
1.2900000E+00,4.3104361E+00,1.6674975E-01
1.2910000E+00,4.3101457E+00,1.6646654E-01
1.2920000E+00,4.3098554E+00,1.6618333E-01
1.2930000E+00,4.3095650E+00,1.6590012E-01
1.2940000E+00,4.3092747E+00,1.6561691E-01
1.2950000E+00,4.3089843E+00,1.6533370E-01
1.2960000E+00,4.3086939E+00,1.6505049E-01
1.2970000E+00,4.3084036E+00,1.6476728E-01
1.2980000E+00,4.3081132E+00,1.6448407E-01
1.2990000E+00,4.3078229E+00,1.6420086E-01
1.3000000E+00,4.3075325E+00,1.6391765E-01
1.3010000E+00,4.3072421E+00,1.6363444E-01
1.3020000E+00,4.3069518E+00,1.6335124E-01
1.3030000E+00,4.3066614E+00,1.6306803E-01
1.3040000E+00,4.3063711E+00,1.6278482E-01
1.3050000E+00,4.3060807E+00,1.6250161E-01
1.3060000E+00,4.3057903E+00,1.6221840E-01
1.3070000E+00,4.3055000E+00,1.6193519E-01
1.3080000E+00,4.3052096E+00,1.6165198E-01
1.3090000E+00,4.3049193E+00,1.6136877E-01
1.3100000E+00,4.3046289E+00,1.6108556E-01
1.3110000E+00,4.3043385E+00,1.6080235E-01
1.3120000E+00,4.3040482E+00,1.6051914E-01
1.3130000E+00,4.3037578E+00,1.6023593E-01
1.3140000E+00,4.3034675E+00,1.5995272E-01
1.3150000E+00,4.3031771E+00,1.5966951E-01
1.3160000E+00,4.3028868E+00,1.5938630E-01
1.3170000E+00,4.3025964E+00,1.5910309E-01
1.3180000E+00,4.3023060E+00,1.5881988E-01
1.3190000E+00,4.3020157E+00,1.5853667E-01
1.3200000E+00,4.3017253E+00,1.5825346E-01
1.3210000E+00,4.3014350E+00,1.5797026E-01
1.3220000E+00,4.3011446E+00,1.5768705E-01
1.3230000E+00,4.3008542E+00,1.5740384E-01
1.3240000E+00,4.3005639E+00,1.5712063E-01
1.3250000E+00,4.3002735E+00,1.5683742E-01
1.3260000E+00,4.2999832E+00,1.5655421E-01
1.3270000E+00,4.2996928E+00,1.5627100E-01
1.3280000E+00,4.2994024E+00,1.5598779E-01
1.3290000E+00,4.2991121E+00,1.5570458E-01
1.3300000E+00,4.2988217E+00,1.5542137E-01
1.3310000E+00,4.2985314E+00,1.5513816E-01
1.3320000E+00,4.2982410E+00,1.5485495E-01
1.3330000E+00,4.2979506E+00,1.5457174E-01
1.3340000E+00,4.2976603E+00,1.5428853E-01
1.3350000E+00,4.2973699E+00,1.5400532E-01
1.3360000E+00,4.2970796E+00,1.5372211E-01
1.3370000E+00,4.2967892E+00,1.5343890E-01
1.3380000E+00,4.2964988E+00,1.5315569E-01
1.3390000E+00,4.2962085E+00,1.5287248E-01
1.3400000E+00,4.2959181E+00,1.5258928E-01
1.3410000E+00,4.2956278E+00,1.5230607E-01
1.3420000E+00,4.2953374E+00,1.5202286E-01
1.3430000E+00,4.2950470E+00,1.5173965E-01
1.3440000E+00,4.2947567E+00,1.5145644E-01
1.3450000E+00,4.2944663E+00,1.5117323E-01
1.3460000E+00,4.2941760E+00,1.5089002E-01
1.3470000E+00,4.2938856E+00,1.5060681E-01
1.3480000E+00,4.2935952E+00,1.5032360E-01
1.3490000E+00,4.2933049E+00,1.5004039E-01
1.3500000E+00,4.2930145E+00,1.4975718E-01
1.3510000E+00,4.2927242E+00,1.4947397E-01
1.3520000E+00,4.2924338E+00,1.4919076E-01
1.3530000E+00,4.2921434E+00,1.4890755E-01
1.3540000E+00,4.2918531E+00,1.4862434E-01
1.3550000E+00,4.2915627E+00,1.4834113E-01
1.3560000E+00,4.2912724E+00,1.4805792E-01
1.3570000E+00,4.2909820E+00,1.4777471E-01
1.3580000E+00,4.2906916E+00,1.4749150E-01
1.3590000E+00,4.2904013E+00,1.4720830E-01
1.3600000E+00,4.2901109E+00,1.4692509E-01
1.3610000E+00,4.2898206E+00,1.4664188E-01
1.3620000E+00,4.2895302E+00,1.4635867E-01
1.3630000E+00,4.2892398E+00,1.4607546E-01
1.3640000E+00,4.2889495E+00,1.4579225E-01
1.3650000E+00,4.2886591E+00,1.4550904E-01
1.3660000E+00,4.2883688E+00,1.4522583E-01
1.3670000E+00,4.2880784E+00,1.4494262E-01
1.3680000E+00,4.2877881E+00,1.4465941E-01
1.3690000E+00,4.2874977E+00,1.4437620E-01
1.3700000E+00,4.2872073E+00,1.4409299E-01
1.3710000E+00,4.2869170E+00,1.4380978E-01
1.3720000E+00,4.2866266E+00,1.4352657E-01
1.3730000E+00,4.2863363E+00,1.4324336E-01
1.3740000E+00,4.2860459E+00,1.4296015E-01
1.3750000E+00,4.2857555E+00,1.4267694E-01
1.3760000E+00,4.2854652E+00,1.4239373E-01
1.3770000E+00,4.2851748E+00,1.4211052E-01
1.3780000E+00,4.2841722E+00,1.4182731E-01
1.3790000E+00,4.2820918E+00,1.4154411E-01
1.3800000E+00,4.2800114E+00,1.4126090E-01
1.3810000E+00,4.2779311E+00,1.4097769E-01
1.3820000E+00,4.2758507E+00,1.4069448E-01
1.3830000E+00,4.2737704E+00,1.4041127E-01
1.3840000E+00,4.2716900E+00,1.4012806E-01
1.3850000E+00,4.2696097E+00,1.3984485E-01
1.3860000E+00,4.2675293E+00,1.3956164E-01
1.3870000E+00,4.2654490E+00,1.3927843E-01
1.3880000E+00,4.2633686E+00,1.3899522E-01
1.3890000E+00,4.2612883E+00,1.3871201E-01
1.3900000E+00,4.2592079E+00,1.3842880E-01
1.3910000E+00,4.2571275E+00,1.3814559E-01
1.3920000E+00,4.2550472E+00,1.3786238E-01
1.3930000E+00,4.2529668E+00,1.3757917E-01
1.3940000E+00,4.2508865E+00,1.3729596E-01
1.3950000E+00,4.2488061E+00,1.3701275E-01
1.3960000E+00,4.2467258E+00,1.3672954E-01
1.3970000E+00,4.2446454E+00,1.3644633E-01
1.3980000E+00,4.2425651E+00,1.3616313E-01
1.3990000E+00,4.2404847E+00,1.3587992E-01
1.4000000E+00,4.2384044E+00,1.3559671E-01
1.4010000E+00,4.2380715E+00,1.3531350E-01
1.4020000E+00,4.2377422E+00,1.3503029E-01
1.4030000E+00,4.2374130E+00,1.3474708E-01
1.4040000E+00,4.2370837E+00,1.3446387E-01
1.4050000E+00,4.2367545E+00,1.3418066E-01
1.4060000E+00,4.2364253E+00,1.3389745E-01
1.4070000E+00,4.2360960E+00,1.3361424E-01
1.4080000E+00,4.2357668E+00,1.3333103E-01
1.4090000E+00,4.2354375E+00,1.3304782E-01
1.4100000E+00,4.2351083E+00,1.3276461E-01
1.4110000E+00,4.2347791E+00,1.3248140E-01
1.4120000E+00,4.2344498E+00,1.3219819E-01
1.4130000E+00,4.2341206E+00,1.3191498E-01
1.4140000E+00,4.2337913E+00,1.3163177E-01
1.4150000E+00,4.2334621E+00,1.3134856E-01
1.4160000E+00,4.2331329E+00,1.3106535E-01
1.4170000E+00,4.2328036E+00,1.3078215E-01
1.4180000E+00,4.2324744E+00,1.3049894E-01
1.4190000E+00,4.2321451E+00,1.3021573E-01
1.4200000E+00,4.2318159E+00,1.2993252E-01
1.4210000E+00,4.2314867E+00,1.2964931E-01
1.4220000E+00,4.2311574E+00,1.2936610E-01
1.4230000E+00,4.2308282E+00,1.2908289E-01
1.4240000E+00,4.2304989E+00,1.2879968E-01
1.4250000E+00,4.2301697E+00,1.2851647E-01
1.4260000E+00,4.2298405E+00,1.2823326E-01
1.4270000E+00,4.2295112E+00,1.2795005E-01
1.4280000E+00,4.2291820E+00,1.2766684E-01
1.4290000E+00,4.2288527E+00,1.2738363E-01
1.4300000E+00,4.2285235E+00,1.2710042E-01
1.4310000E+00,4.2281943E+00,1.2681721E-01
1.4320000E+00,4.2278650E+00,1.2653400E-01
1.4330000E+00,4.2275358E+00,1.2625079E-01
1.4340000E+00,4.2272066E+00,1.2596758E-01
1.4350000E+00,4.2268773E+00,1.2568437E-01
1.4360000E+00,4.2265481E+00,1.2540117E-01
1.4370000E+00,4.2262188E+00,1.2511796E-01
1.4380000E+00,4.2258896E+00,1.2483475E-01
1.4390000E+00,4.2255604E+00,1.2455154E-01
1.4400000E+00,4.2252311E+00,1.2426833E-01
1.4410000E+00,4.2249019E+00,1.2398512E-01
1.4420000E+00,4.2245726E+00,1.2370191E-01
1.4430000E+00,4.2242434E+00,1.2341870E-01
1.4440000E+00,4.2239142E+00,1.2313549E-01
1.4450000E+00,4.2235849E+00,1.2285228E-01
1.4460000E+00,4.2232557E+00,1.2256907E-01
1.4470000E+00,4.2229264E+00,1.2228586E-01
1.4480000E+00,4.2225972E+00,1.2200265E-01
1.4490000E+00,4.2222680E+00,1.2171944E-01
1.4500000E+00,4.2219387E+00,1.2143623E-01
1.4510000E+00,4.2216095E+00,1.2115302E-01
1.4520000E+00,4.2212802E+00,1.2086981E-01
1.4530000E+00,4.2209510E+00,1.2058660E-01
1.4540000E+00,4.2206218E+00,1.2030339E-01
1.4550000E+00,4.2202925E+00,1.2002018E-01
1.4560000E+00,4.2199633E+00,1.1973698E-01
1.4570000E+00,4.2196340E+00,1.1945377E-01
1.4580000E+00,4.2193048E+00,1.1917056E-01
1.4590000E+00,4.2189756E+00,1.1888735E-01
1.4600000E+00,4.2186463E+00,1.1860414E-01
1.4610000E+00,4.2183171E+00,1.1832093E-01
1.4620000E+00,4.2179878E+00,1.1803772E-01
1.4630000E+00,4.2176586E+00,1.1775451E-01
1.4640000E+00,4.2173294E+00,1.1747130E-01
1.4650000E+00,4.2170001E+00,1.1718809E-01
1.4660000E+00,4.2166709E+00,1.1690488E-01
1.4670000E+00,4.2163417E+00,1.1662167E-01
1.4680000E+00,4.2160124E+00,1.1633846E-01
1.4690000E+00,4.2156832E+00,1.1605525E-01
1.4700000E+00,4.2153539E+00,1.1577204E-01
1.4710000E+00,4.2150247E+00,1.1548883E-01
1.4720000E+00,4.2146955E+00,1.1520562E-01
1.4730000E+00,4.2143662E+00,1.1492241E-01
1.4740000E+00,4.2140370E+00,1.1463920E-01
1.4750000E+00,4.2137077E+00,1.1435600E-01
1.4760000E+00,4.2133785E+00,1.1407279E-01
1.4770000E+00,4.2130493E+00,1.1378958E-01
1.4780000E+00,4.2127200E+00,1.1350637E-01
1.4790000E+00,4.2123908E+00,1.1322316E-01
1.4800000E+00,4.2120615E+00,1.1293995E-01
1.4810000E+00,4.2117323E+00,1.1265674E-01
1.4820000E+00,4.2114031E+00,1.1237353E-01
1.4830000E+00,4.2110738E+00,1.1209032E-01
1.4840000E+00,4.2107446E+00,1.1180711E-01
1.4850000E+00,4.2104153E+00,1.1152390E-01
1.4860000E+00,4.2100861E+00,1.1124069E-01
1.4870000E+00,4.2097569E+00,1.1095748E-01
1.4880000E+00,4.2094276E+00,1.1067427E-01
1.4890000E+00,4.2090984E+00,1.1039106E-01
1.4900000E+00,4.2087691E+00,1.1010785E-01
1.4910000E+00,4.2084399E+00,1.0982464E-01
1.4920000E+00,4.2081107E+00,1.0954143E-01
1.4930000E+00,4.2077814E+00,1.0925822E-01
1.4940000E+00,4.2074522E+00,1.0897502E-01
1.4950000E+00,4.2071230E+00,1.0869181E-01
1.4960000E+00,4.2067937E+00,1.0840860E-01
1.4970000E+00,4.2064645E+00,1.0812539E-01
1.4980000E+00,4.2061352E+00,1.0784218E-01
1.4990000E+00,4.2058060E+00,1.0755897E-01
1.5000000E+00,4.2054768E+00,1.0727576E-01
1.5010000E+00,4.2051475E+00,1.0699255E-01
1.5020000E+00,4.2048183E+00,1.0670934E-01
1.5030000E+00,4.2044890E+00,1.0642613E-01
1.5040000E+00,4.2041598E+00,1.0614292E-01
1.5050000E+00,4.2038306E+00,1.0585971E-01
1.5060000E+00,4.2035013E+00,1.0557650E-01
1.5070000E+00,4.2031721E+00,1.0529329E-01
1.5080000E+00,4.2028428E+00,1.0501008E-01
1.5090000E+00,4.2025136E+00,1.0472687E-01
1.5100000E+00,4.2021844E+00,1.0444366E-01
1.5110000E+00,4.2018551E+00,1.0416045E-01
1.5120000E+00,4.2015259E+00,1.0387724E-01
1.5130000E+00,4.2011966E+00,1.0359404E-01
1.5140000E+00,4.2008674E+00,1.0331083E-01
1.5150000E+00,4.2005382E+00,1.0302762E-01
1.5160000E+00,4.2002089E+00,1.0274441E-01
1.5170000E+00,4.1998797E+00,1.0246120E-01
1.5180000E+00,4.1995504E+00,1.0217799E-01
1.5190000E+00,4.1992212E+00,1.0189478E-01
1.5200000E+00,4.1988920E+00,1.0161157E-01
1.5210000E+00,4.1985627E+00,1.0132836E-01
1.5220000E+00,4.1982335E+00,1.0104515E-01
1.5230000E+00,4.1979042E+00,1.0076194E-01
1.5240000E+00,4.1975750E+00,1.0047873E-01
1.5250000E+00,4.1972458E+00,1.0019552E-01
1.5260000E+00,4.1969165E+00,9.9912312E-02
1.5270000E+00,4.1965873E+00,9.9629102E-02
1.5280000E+00,4.1962581E+00,9.9345893E-02
1.5290000E+00,4.1959288E+00,9.9062683E-02
1.5300000E+00,4.1955996E+00,9.8779474E-02
1.5310000E+00,4.1952703E+00,9.8496264E-02
1.5320000E+00,4.1949411E+00,9.8213055E-02
1.5330000E+00,4.1946119E+00,9.7929846E-02
1.5340000E+00,4.1942826E+00,9.7646636E-02
1.5350000E+00,4.1939534E+00,9.7363427E-02
1.5360000E+00,4.1936241E+00,9.7080217E-02
1.5370000E+00,4.1932949E+00,9.6797008E-02
1.5380000E+00,4.1929657E+00,9.6513798E-02
1.5390000E+00,4.1926364E+00,9.6230589E-02
1.5400000E+00,4.1923072E+00,9.5947379E-02
1.5410000E+00,4.1919779E+00,9.5664170E-02
1.5420000E+00,4.1916487E+00,9.5380960E-02
1.5430000E+00,4.1913195E+00,9.5097751E-02
1.5440000E+00,4.1909902E+00,9.4814541E-02
1.5450000E+00,4.1906610E+00,9.4531332E-02
1.5460000E+00,4.1903317E+00,9.4248122E-02
1.5470000E+00,4.1900025E+00,9.3964913E-02
1.5480000E+00,4.1896733E+00,9.3681703E-02
1.5490000E+00,4.1893440E+00,9.3398494E-02
1.5500000E+00,4.1890148E+00,9.3115284E-02
1.5510000E+00,4.1886855E+00,9.2832075E-02
1.5520000E+00,4.1883563E+00,9.2548865E-02
1.5530000E+00,4.1880271E+00,9.2265656E-02
1.5540000E+00,4.1876978E+00,9.1982446E-02
1.5550000E+00,4.1873686E+00,9.1699237E-02
1.5560000E+00,4.1870393E+00,9.1416027E-02
1.5570000E+00,4.1867101E+00,9.1132818E-02
1.5580000E+00,4.1863809E+00,9.0849609E-02
1.5590000E+00,4.1860516E+00,9.0566399E-02
1.5600000E+00,4.1857224E+00,9.0283190E-02
1.5610000E+00,4.1853932E+00,8.9999980E-02
1.5620000E+00,4.1850639E+00,8.9716771E-02
1.5630000E+00,4.1847347E+00,8.9433561E-02
1.5640000E+00,4.1844054E+00,8.9150352E-02
1.5650000E+00,4.1840762E+00,8.8867142E-02
1.5660000E+00,4.1837470E+00,8.8583933E-02
1.5670000E+00,4.1834177E+00,8.8300723E-02
1.5680000E+00,4.1830885E+00,8.8017514E-02
1.5690000E+00,4.1827592E+00,8.7734304E-02
1.5700000E+00,4.1824300E+00,8.7451095E-02
1.5710000E+00,4.1821008E+00,8.7167885E-02
1.5720000E+00,4.1817715E+00,8.6884676E-02
1.5730000E+00,4.1814423E+00,8.6601466E-02
1.5740000E+00,4.1811130E+00,8.6318257E-02
1.5750000E+00,4.1807838E+00,8.6035047E-02
1.5760000E+00,4.1804546E+00,8.5751838E-02
1.5770000E+00,4.1801253E+00,8.5468628E-02
1.5780000E+00,4.1797961E+00,8.5185419E-02
1.5790000E+00,4.1794668E+00,8.4902209E-02
1.5800000E+00,4.1791376E+00,8.4619000E-02
1.5810000E+00,4.1788084E+00,8.4335790E-02
1.5820000E+00,4.1784791E+00,8.4052581E-02
1.5830000E+00,4.1781499E+00,8.3769372E-02
1.5840000E+00,4.1778206E+00,8.3486162E-02
1.5850000E+00,4.1774914E+00,8.3202953E-02
1.5860000E+00,4.1771622E+00,8.2919743E-02
1.5870000E+00,4.1768329E+00,8.2636534E-02
1.5880000E+00,4.1765037E+00,8.2353324E-02
1.5890000E+00,4.1761745E+00,8.2070115E-02
1.5900000E+00,4.1758452E+00,8.1786905E-02
1.5910000E+00,4.1755160E+00,8.1503696E-02
1.5920000E+00,4.1751867E+00,8.1220486E-02
1.5930000E+00,4.1748575E+00,8.0937277E-02
1.5940000E+00,4.1745283E+00,8.0654067E-02
1.5950000E+00,4.1741990E+00,8.0370858E-02
1.5960000E+00,4.1738698E+00,8.0087648E-02
1.5970000E+00,4.1735405E+00,7.9804439E-02
1.5980000E+00,4.1732113E+00,7.9521229E-02
1.5990000E+00,4.1728821E+00,7.9238020E-02
1.6000000E+00,4.1726200E+00,7.8954810E-02
1.6010000E+00,4.1726200E+00,7.8671601E-02
1.6020000E+00,4.1726200E+00,7.8388391E-02
1.6030000E+00,4.1726200E+00,7.8105182E-02
1.6040000E+00,4.1726200E+00,7.7821972E-02
1.6050000E+00,4.1726200E+00,7.7538763E-02
1.6060000E+00,4.1726200E+00,7.7255553E-02
1.6070000E+00,4.1726200E+00,7.6972344E-02
1.6080000E+00,4.1726200E+00,7.6689135E-02
1.6090000E+00,4.1726200E+00,7.6405925E-02
1.6100000E+00,4.1726200E+00,7.6122716E-02
1.6110000E+00,4.1726200E+00,7.5839506E-02
1.6120000E+00,4.1726200E+00,7.5556297E-02
1.6130000E+00,4.1726200E+00,7.5273087E-02
1.6140000E+00,4.1726200E+00,7.4989878E-02
1.6150000E+00,4.1726200E+00,7.4706668E-02
1.6160000E+00,4.1726200E+00,7.4423459E-02
1.6170000E+00,4.1726200E+00,7.4140249E-02
1.6180000E+00,4.1726200E+00,7.3857040E-02
1.6190000E+00,4.1726200E+00,7.3573830E-02
1.6200000E+00,4.1726200E+00,7.3290621E-02
1.6210000E+00,4.1726200E+00,7.3007411E-02
1.6220000E+00,4.1726200E+00,7.2724202E-02
1.6230000E+00,4.1726200E+00,7.2440992E-02
1.6240000E+00,4.1726200E+00,7.2157783E-02
1.6250000E+00,4.1726200E+00,7.1874573E-02
1.6260000E+00,4.1726200E+00,7.1591364E-02
1.6270000E+00,4.1726200E+00,7.1308154E-02
1.6280000E+00,4.1726200E+00,7.1024945E-02
1.6290000E+00,4.1726200E+00,7.0741735E-02
1.6300000E+00,4.1726200E+00,7.0458526E-02
1.6310000E+00,4.1726200E+00,7.0175316E-02
1.6320000E+00,4.1724671E+00,6.9892107E-02
1.6330000E+00,4.1722241E+00,6.9608898E-02
1.6340000E+00,4.1719811E+00,6.9325688E-02
1.6350000E+00,4.1717381E+00,6.9042479E-02
1.6360000E+00,4.1714951E+00,6.8759269E-02
1.6370000E+00,4.1712520E+00,6.8476060E-02
1.6380000E+00,4.1710090E+00,6.8192850E-02
1.6390000E+00,4.1707660E+00,6.7909641E-02
1.6400000E+00,4.1705230E+00,6.7626431E-02
1.6410000E+00,4.1702800E+00,6.7343222E-02
1.6420000E+00,4.1700370E+00,6.7060012E-02
1.6430000E+00,4.1697940E+00,6.6776803E-02
1.6440000E+00,4.1695509E+00,6.6493593E-02
1.6450000E+00,4.1693079E+00,6.6210384E-02
1.6460000E+00,4.1690649E+00,6.5927174E-02
1.6470000E+00,4.1688219E+00,6.5643965E-02
1.6480000E+00,4.1685789E+00,6.5360755E-02
1.6490000E+00,4.1683359E+00,6.5077546E-02
1.6500000E+00,4.1680928E+00,6.4794336E-02
1.6510000E+00,4.1678498E+00,6.4511127E-02
1.6520000E+00,4.1676068E+00,6.4227917E-02
1.6530000E+00,4.1673638E+00,6.3944708E-02
1.6540000E+00,4.1671208E+00,6.3661498E-02
1.6550000E+00,4.1668778E+00,6.3378289E-02
1.6560000E+00,4.1666348E+00,6.3095079E-02
1.6570000E+00,4.1663917E+00,6.2811870E-02
1.6580000E+00,4.1661487E+00,6.2528661E-02
1.6590000E+00,4.1659057E+00,6.2245451E-02
1.6600000E+00,4.1656627E+00,6.1962242E-02
1.6610000E+00,4.1654197E+00,6.1679032E-02
1.6620000E+00,4.1651767E+00,6.1395823E-02
1.6630000E+00,4.1649337E+00,6.1112613E-02
1.6640000E+00,4.1646906E+00,6.0829404E-02
1.6650000E+00,4.1644476E+00,6.0546194E-02
1.6660000E+00,4.1642046E+00,6.0262985E-02
1.6670000E+00,4.1639616E+00,5.9979775E-02
1.6680000E+00,4.1637186E+00,5.9696566E-02
1.6690000E+00,4.1634756E+00,5.9413356E-02
1.6700000E+00,4.1632326E+00,5.9130147E-02
1.6710000E+00,4.1629895E+00,5.8846937E-02
1.6720000E+00,4.1627465E+00,5.8563728E-02
1.6730000E+00,4.1625035E+00,5.8280518E-02
1.6740000E+00,4.1622605E+00,5.7997309E-02
1.6750000E+00,4.1620175E+00,5.7714099E-02
1.6760000E+00,4.1617745E+00,5.7430890E-02
1.6770000E+00,4.1615315E+00,5.7147680E-02
1.6780000E+00,4.1612884E+00,5.6864471E-02
1.6790000E+00,4.1610454E+00,5.6581261E-02
1.6800000E+00,4.1608024E+00,5.6298052E-02
1.6810000E+00,4.1605594E+00,5.6014842E-02
1.6820000E+00,4.1603164E+00,5.5731633E-02
1.6830000E+00,4.1600734E+00,5.5448424E-02
1.6840000E+00,4.1598304E+00,5.5165214E-02
1.6850000E+00,4.1595873E+00,5.4882005E-02
1.6860000E+00,4.1593443E+00,5.4598795E-02
1.6870000E+00,4.1591013E+00,5.4315586E-02
1.6880000E+00,4.1588583E+00,5.4032376E-02
1.6890000E+00,4.1586153E+00,5.3749167E-02
1.6900000E+00,4.1583723E+00,5.3465957E-02
1.6910000E+00,4.1581292E+00,5.3182748E-02
1.6920000E+00,4.1578862E+00,5.2899538E-02
1.6930000E+00,4.1576432E+00,5.2616329E-02
1.6940000E+00,4.1574002E+00,5.2333119E-02
1.6950000E+00,4.1571572E+00,5.2049910E-02
1.6960000E+00,4.1569142E+00,5.1766700E-02
1.6970000E+00,4.1566712E+00,5.1483491E-02
1.6980000E+00,4.1564281E+00,5.1200281E-02
1.6990000E+00,4.1561851E+00,5.0917072E-02
1.7000000E+00,4.1559421E+00,5.0633862E-02
1.7010000E+00,4.1556991E+00,5.0350653E-02
1.7020000E+00,4.1554561E+00,5.0067443E-02
1.7030000E+00,4.1552131E+00,4.9784234E-02
1.7040000E+00,4.1549701E+00,4.9501024E-02
1.7050000E+00,4.1547270E+00,4.9217815E-02
1.7060000E+00,4.1544840E+00,4.8934605E-02
1.7070000E+00,4.1542410E+00,4.8651396E-02
1.7080000E+00,4.1539980E+00,4.8368187E-02
1.7090000E+00,4.1537550E+00,4.8084977E-02
1.7100000E+00,4.1535120E+00,4.7801768E-02
1.7110000E+00,4.1532690E+00,4.7518558E-02
1.7120000E+00,4.1530259E+00,4.7235349E-02
1.7130000E+00,4.1527829E+00,4.6952139E-02
1.7140000E+00,4.1525399E+00,4.6668930E-02
1.7150000E+00,4.1522969E+00,4.6385720E-02
1.7160000E+00,4.1520539E+00,4.6102511E-02
1.7170000E+00,4.1518109E+00,4.5819301E-02
1.7180000E+00,4.1515679E+00,4.5536092E-02
1.7190000E+00,4.1513248E+00,4.5252882E-02
1.7200000E+00,4.1510818E+00,4.4969673E-02
1.7210000E+00,4.1508388E+00,4.4686463E-02
1.7220000E+00,4.1505958E+00,4.4403254E-02
1.7230000E+00,4.1503528E+00,4.4120044E-02
1.7240000E+00,4.1501098E+00,4.3836835E-02
1.7250000E+00,4.1498668E+00,4.3553625E-02
1.7260000E+00,4.1496237E+00,4.3270416E-02
1.7270000E+00,4.1493807E+00,4.2987206E-02
1.7280000E+00,4.1491377E+00,4.2703997E-02
1.7290000E+00,4.1488947E+00,4.2420787E-02
1.7300000E+00,4.1486517E+00,4.2137578E-02
1.7310000E+00,4.1484087E+00,4.1854368E-02
1.7320000E+00,4.1481656E+00,4.1571159E-02
1.7330000E+00,4.1479226E+00,4.1287950E-02
1.7340000E+00,4.1476796E+00,4.1004740E-02
1.7350000E+00,4.1474366E+00,4.0721531E-02
1.7360000E+00,4.1471936E+00,4.0438321E-02
1.7370000E+00,4.1469506E+00,4.0155112E-02
1.7380000E+00,4.1467076E+00,3.9871902E-02
1.7390000E+00,4.1464645E+00,3.9588693E-02
1.7400000E+00,4.1462215E+00,3.9305483E-02
1.7410000E+00,4.1459785E+00,3.9022274E-02
1.7420000E+00,4.1457355E+00,3.8739064E-02
1.7430000E+00,4.1454925E+00,3.8455855E-02
1.7440000E+00,4.1452495E+00,3.8172645E-02
1.7450000E+00,4.1450065E+00,3.7889436E-02
1.7460000E+00,4.1447634E+00,3.7606226E-02
1.7470000E+00,4.1445204E+00,3.7323017E-02
1.7480000E+00,4.1442774E+00,3.7039807E-02
1.7490000E+00,4.1440344E+00,3.6756598E-02
1.7500000E+00,4.1437914E+00,3.6473388E-02
