Measured X,Measured Y,IQE_2808 X,IQE_2808 Y
1.49,0.050374997,1.388,0.91903241
1.495,0.050117568,1.392,0.91597726
1.5,0.049500152,1.396,0.91452817
1.505,0.048580543,1.4,0.91551153
1.51,0.048101401,1.404,0.91924351
1.515,0.046841471,1.408,0.92493462
1.52,0.046711976,1.412,0.93157975
1.525,0.04646634,1.416,0.93842091
1.53,0.045702256,1.42,0.94448684
1.535,0.043787783,1.424,0.94895983
1.54,0.043361018,1.428,0.95137175
1.545,0.042260465,1.432,0.95165363
1.55,0.041313438,1.436,0.9499789
1.555,0.039765499,1.44,0.94702315
1.56,0.039062747,1.444,0.9435178
1.565,0.037278472,1.448,0.94029047
1.57,0.03635899,1.452,0.93789213
1.575,0.035101795,1.456,0.93679543
1.58,0.033999172,1.46,0.93715567
1.585,0.032004993,1.464,0.93886304
1.59,0.029618943,1.468,0.9414687
1.595,0.029223109,1.472,0.94445105
1.6,0.027468945,1.476,0.94720958
1.605,0.025528467,1.48,0.94908002
1.61,0.024833086,1.484,0.94974317
1.615,0.024399945,1.488,0.94923054
1.62,0.022703961,1.492,0.94756695
1.625,0.022233706,1.496,0.94507651
1.63,0.018689435,1.5,0.94230866
1.635,0.017371923,1.504,0.9397973
1.64,0.01767586,1.508,0.93805061
1.645,0.016191011,1.512,0.93749755
1.65,0.016073222,1.516,0.93825484
1.655,0.013598502,1.52,0.94028356
1.66,0.013278359,1.524,0.94329573
1.665,0.012860132,1.528,0.94681518
1.67,0.010504513,1.532,0.9502687
1.675,0.010682272,1.536,0.95324165
1.68,0.010481915,1.54,0.95508591
1.685,0.0093386799,1.544,0.95526931
1.69,0.0087232796,1.548,0.95367243
1.695,0.0077745364,1.552,0.95039697
1.7,0.0075956944,1.556,0.94584579
1.705,0.0050677476,1.56,0.94070472
1.71,0.0047595005,1.564,0.93575171
1.715,0.0058896849,1.568,0.93159309
1.72,0.0048180326,1.572,0.92881892
1.725,0.0051606664,1.576,0.92776284
1.73,0.0045033082,1.58,0.92861523
1.735,0.0043424447,1.584,0.93145055
1.74,0.004246049,1.588,0.93572577
1.745,0.0038237258,1.592,0.94098748
1.75,0.0016319958,1.596,0.94645338
1.755,0.0026179208,1.6,0.95136144
1.76,0.0028439681,1.604,0.95474385
1.765,0.0024911131,1.608,0.95619989
1.77,0.001144417,1.612,0.95520445
1.775,0.0017273681,1.616,0.95166131
1.78,0.0029314599,1.62,0.94548013
1.785,0.0012806122,1.624,0.93711526
1.79,0.0014977847,1.628,0.92668964
1.795,0.0019903269,1.632,0.91466221
1.8,0.0011855778,1.636,0.90248271
-,-,1.64,0.89024875
-,-,1.644,0.87868002
-,-,1.648,0.86842048
-,-,1.652,0.86066851
-,-,1.656,0.85532925
-,-,1.66,0.85438913
-,-,1.664,0.85775707
-,-,1.668,0.86634001
-,-,1.672,0.87915335
-,-,1.676,0.89462111
-,-,1.68,0.91019933
-,-,1.684,0.91941412
-,-,1.688,0.91858797
-,-,1.692,0.90442074
-,-,1.696,0.87546235
-,-,1.7,0.83796441
-,-,1.704,0.79953447
-,-,1.708,0.76142156
-,-,1.712,0.73847432
-,-,1.716,0.73128981
-,-,1.72,0.72917546
-,-,1.724,0.72891652
-,-,1.728,0.71652594
-,-,1.732,0.6763214
-,-,1.736,0.63123633
-,-,1.74,0.59260022
-,-,1.744,0.55728076
-,-,1.748,0.52474359
-,-,1.752,0.49574028
-,-,1.756,0.47326578
-,-,1.76,0.47284706
-,-,1.764,0.49813581
-,-,1.768,0.52905405
-,-,1.772,0.56234229
-,-,1.776,0.58974237
-,-,1.78,0.58370236
-,-,1.784,0.53511865
-,-,1.788,0.44337823
-,-,1.792,0.34581245
-,-,1.796,0.25870132
-,-,1.8,0.19480376

