Measured X,Measured Y,J_n1432 X,J_n1432 Y
-0.65,5.7426949e-05,0.001,-4.1874163e-10
-0.64,5.6436148e-05,0.001,-1.5968059e-10
-0.63,5.5492309e-05,0.03907,-1.3074168e-07
-0.62,5.4544445e-05,0.07714,-5.351318e-08
-0.61,5.3572711e-05,0.11521,-8.8745884e-08
-0.6,5.2658273e-05,0.15328,-1.3927399e-07
-0.59,5.1760977e-05,0.19135,-1.4934499e-06
-0.58,5.0856746e-05,0.22942,-6.9191586e-07
-0.57,4.9979547e-05,0.26749,-1.1887059e-06
-0.56,4.9120426e-05,0.30556,-1.1011852e-06
-0.55,4.8269937e-05,0.34363,-1.9419518e-06
-0.54,4.7409148e-05,0.3817,-3.527434e-06
-0.53,4.6570516e-05,0.41977,-6.5907098e-06
-0.52,4.5753273e-05,0.45784,-1.2625025e-05
-0.51,4.4959492e-05,0.49591,-2.4696567e-05
-0.5,4.4164254e-05,0.53398,-4.9138834e-05
-0.49,4.3358777e-05,0.57205,-9.9091184e-05
-0.48,4.2564125e-05,0.61012,-0.00020188147
-0.47,4.1765172e-05,0.64819,-0.00041447349
-0.46,4.1021645e-05,0.68626,-0.00085577092
-0.45,4.024727e-05,0.72433,-0.0017741554
-0.44,3.9484418e-05,0.7624,-0.0036885253
-0.43,3.873209e-05,0.80047,-0.0076817593
-0.42,3.8001672e-05,0.83854,-0.016006692
-0.41,3.7242469e-05,0.87661,-0.033316872
-0.4,3.64905e-05,0.91468,-0.069081008
-0.39,3.5764637e-05,0.95275,-0.14198497
-0.38,3.5031281e-05,0.99082,-0.28678395
-0.37,3.4324156e-05,1.02889,-0.56149451
-0.36,3.3593984e-05,1.06696,-1.0466376
-0.35,3.2868105e-05,1.10503,-1.8251226
-0.34,3.2133805e-05,1.1431,-2.9480504
-0.33,3.1417559e-05,1.18117,-4.4162647
-0.32,3.0694422e-05,1.21924,-6.1928429
-0.31,2.9969645e-05,1.25731,-8.2271937
-0.3,2.9236582e-05,1.27,-8.9540446
-0.29,2.8508934e-05,-,-
-0.28,2.7772582e-05,-,-
-0.27,2.7019711e-05,-,-
-0.26,2.6274027e-05,-,-
-0.25,2.5512414e-05,-,-
-0.24,2.4748195e-05,-,-
-0.23,2.3968297e-05,-,-
-0.22,2.3181266e-05,-,-
-0.21,2.2385992e-05,-,-
-0.2,2.1578965e-05,-,-
-0.19,2.0749789e-05,-,-
-0.18,1.9917047e-05,-,-
-0.17,1.9085164e-05,-,-
-0.16,1.8221637e-05,-,-
-0.15,1.734943e-05,-,-
-0.14,1.6444836e-05,-,-
-0.13,1.5532962e-05,-,-
-0.12,1.4597896e-05,-,-
-0.11,1.3639576e-05,-,-
-0.1,1.2649702e-05,-,-
-0.09,1.1636662e-05,-,-
-0.08,1.0579103e-05,-,-
-0.07,9.4764219e-06,-,-
-0.06,8.3312523e-06,-,-
-0.05,7.133141e-06,-,-
-0.04,5.8685645e-06,-,-
-0.03,4.5275996e-06,-,-
-0.02,3.10775e-06,-,-
0.02,3.5536461e-06,-,-
0.03,5.4940977e-06,-,-
0.04,7.5492625e-06,-,-
0.05,9.7310008e-06,-,-
0.06,1.2046888e-05,-,-
0.07,1.4496632e-05,-,-
0.08,1.7108277e-05,-,-
0.09,1.9896504e-05,-,-
0.1,2.2864641e-05,-,-
0.11,2.6071793e-05,-,-
0.12,2.951407e-05,-,-
0.13,3.3285719e-05,-,-
0.14,3.7400012e-05,-,-
0.15,4.1906094e-05,-,-
0.16,4.7731653e-05,-,-
0.17,5.3368775e-05,-,-
0.18,5.9694684e-05,-,-
0.19,6.6668287e-05,-,-
0.2,7.4477387e-05,-,-
0.21,8.4442859e-05,-,-
0.22,9.4415276e-05,-,-
0.23,0.00010554969,-,-
0.24,0.00011817388,-,-
0.25,0.00013234645,-,-
0.26,0.0001461341,-,-
0.27,0.00016387504,-,-
0.28,0.00019824656,-,-
0.29,0.00022249961,-,-
0.3,0.00024979109,-,-
0.31,0.00029896417,-,-
0.32,0.00033282036,-,-
0.33,0.00037106281,-,-
0.34,0.00041426979,-,-
0.35,0.00046285786,-,-
0.36,0.00051765141,-,-
0.37,0.00057958115,-,-
0.38,0.00064966833,-,-
0.39,0.00072811229,-,-
0.4,0.00081488182,-,-
0.41,0.00091292583,-,-
0.42,0.0010234452,-,-
0.43,0.0011461372,-,-
0.44,0.0012843106,-,-
0.45,0.0014393552,-,-
0.46,0.0016129458,-,-
0.47,0.0018070422,-,-
0.48,0.0020252135,-,-
0.49,0.0022697911,-,-
0.5,0.0025500875,-,-
0.51,0.0028571266,-,-
0.52,0.003203218,-,-
0.53,0.0035909836,-,-
0.54,0.004026075,-,-
0.55,0.0045162875,-,-
0.56,0.0050676023,-,-
0.57,0.0056884219,-,-
0.58,0.0063889836,-,-
0.59,0.0071778188,-,-
0.6,0.0080684953,-,-
0.61,0.0091605573,-,-
0.62,0.010296619,-,-
0.63,0.011581679,-,-
0.64,0.013040298,-,-
0.65,0.014676566,-,-
0.66,0.016521104,-,-
0.67,0.018621927,-,-
0.68,0.020997948,-,-
0.69,0.023680974,-,-
0.7,0.026718901,-,-
0.71,0.030145156,-,-
0.72,0.034021698,-,-
0.73,0.038383651,-,-
0.74,0.04329126,-,-
0.75,0.048806146,-,-
0.76,0.054982781,-,-
0.77,0.061869182,-,-
0.78,0.069506547,-,-
0.79,0.077930682,-,-
0.8,0.08715225,-,-
0.81,0.097131479,-,-
0.82,0.10778086,-,-
0.83,0.11894662,-,-
0.84,0.13039564,-,-
0.85,0.14184075,-,-
0.86,0.15299699,-,-
0.87,0.16371839,-,-
0.88,0.17410818,-,-
0.89,0.18470896,-,-
0.9,0.19621443,-,-
0.91,0.20937984,-,-
0.92,0.22488292,-,-
0.93,0.2432512,-,-
0.94,0.26496495,-,-
0.95,0.29050146,-,-
0.96,0.32029719,-,-
0.97,0.35499474,-,-
0.98,0.39516927,-,-
0.99,0.44169333,-,-
1,0.49462117,-,-
1.01,0.55597086,-,-
1.02,0.62646312,-,-
1.03,0.70696094,-,-
1.04,0.79878227,-,-
1.05,0.90313437,-,-
1.06,1.0204466,-,-
1.07,1.1535788,-,-
1.08,1.3018945,-,-
1.09,1.4681537,-,-
1.1,1.6433969,-,-
1.11,1.8452172,-,-
1.12,2.0609938,-,-
1.13,2.3005969,-,-
1.14,2.5546875,-,-
1.15,2.8334547,-,-
1.16,3.1192281,-,-
1.17,3.4590437,-,-
1.18,3.7972156,-,-
1.19,4.1607156,-,-
1.2,4.5658047,-,-
1.21,4.9428141,-,-
1.22,5.3622906,-,-
1.23,5.8271875,-,-
1.24,6.2624797,-,-
1.25,6.7200344,-,-
1.26,7.1735234,-,-
1.27,7.6074453,-,-

