Measured X,Measured Y,EQE_3796 X,EQE_3796 Y
1.62,0.080727665,1.492,0.8372874
1.625,0.079258135,1.496,0.83218925
1.63,0.079159581,1.5,0.82592738
1.635,0.077498271,1.504,0.81895761
1.64,0.075838201,1.508,0.81035951
1.645,0.074344201,1.512,0.79986359
1.65,0.071580275,1.516,0.78857886
1.655,0.067892632,1.52,0.77714413
1.66,0.063878894,1.524,0.76477034
1.665,0.059350766,1.528,0.74953205
1.67,0.054294887,1.532,0.73258362
1.675,0.045470278,1.536,0.71165828
1.68,0.040529223,1.54,0.68608834
1.685,0.037102095,1.544,0.65729045
1.69,0.032946248,1.548,0.62127602
1.695,0.02791594,1.552,0.57974245
1.7,0.024051473,1.556,0.53460202
1.705,0.019778936,1.56,0.49283911
1.71,0.016757384,1.564,0.44695966
1.715,0.0135958,1.568,0.39958963
1.72,0.012358385,1.572,0.35154643
1.725,0.0092626026,1.576,0.30013066
1.73,0.0077481603,1.58,0.25928254
1.735,0.0073629344,1.584,0.22160566
1.74,0.0062118709,1.588,0.18255079
1.745,0.0052140318,1.592,0.16019941
1.75,0.0049928048,1.596,0.13864282
1.755,0.0039643767,1.6,0.11687418
1.76,0.002141693,1.604,0.10084697
1.765,0.0017502172,1.608,0.084106786
1.77,0.0022453527,1.612,0.069716753
1.775,0.0021073223,1.616,0.06463431
1.78,0.0013854862,1.62,0.059449929
1.785,0.001914556,1.624,0.053630829
1.79,0.0014137848,1.628,0.046536809
1.795,0.0012360095,1.632,0.039519765
1.8,0.0010103694,1.636,0.034187766
-,-,1.64,0.031782222
-,-,1.644,0.029492647
-,-,1.648,0.02783673
-,-,1.652,0.027404871
-,-,1.656,0.026991168
-,-,1.66,0.026046585
-,-,1.664,0.023646485
-,-,1.668,0.021242336
-,-,1.672,0.018935284
-,-,1.676,0.017174146
-,-,1.68,0.015355337
-,-,1.684,0.013528311
-,-,1.688,0.011699356
-,-,1.692,0.0098817551
-,-,1.696,0.0080880589
-,-,1.7,0.0063076797
-,-,1.704,0.004585349
-,-,1.708,0.0028759405
-,-,1.712,0.0018224277
-,-,1.716,0.001114565
-,-,1.72,0.00045123552
-,-,1.724,-1.029744e-10
-,-,1.728,-4.5225847e-11
-,-,1.732,-3.7723959e-11
-,-,1.736,-4.2052144e-11
-,-,1.74,-3.5920026e-11
-,-,1.744,7.966341e-12
-,-,1.748,-3.5324292e-11
-,-,1.752,-4.5244566e-11
-,-,1.756,-2.1086735e-12
-,-,1.76,-1.9880849e-11
-,-,1.764,-3.2680133e-11
-,-,1.768,-2.5060366e-11
-,-,1.772,-4.4733905e-11
-,-,1.776,-2.5767681e-11
-,-,1.78,-1.3610073e-11
-,-,1.784,-3.5659621e-11
-,-,1.788,-2.2771639e-11
-,-,1.792,-3.3023963e-11
-,-,1.796,-2.7059989e-11
-,-,1.8,-1.7444033e-11

