Measured X,Measured Y,IQE_1718 X,IQE_1718 Y
1.425,0.42506441,1.672,0.20576586
1.43,0.42647301,1.68,0.17056813
1.435,0.43114123,1.688,0.13494743
1.44,0.4333004,1.696,0.099424681
1.445,0.43560241,1.704,0.070727545
1.45,0.43965005,1.712,0.048319244
1.455,0.4397407,1.72,0.034970311
1.46,0.44125767,1.728,0.025421003
1.465,0.44218231,1.736,0.01874482
1.47,0.44108902,1.744,0.016474642
1.475,0.43228085,1.752,0.013074153
1.48,0.42400323,1.76,0.0098811561
1.485,0.43353451,1.768,0.0084838102
1.49,0.44063723,1.776,0.0077395968
1.495,0.44397274,1.784,0.0072442571
1.5,0.44508053,1.792,0.0058583592
1.505,0.44718118,1.8,0.0047172086
1.51,0.44908648,-,-
1.515,0.44867715,-,-
1.52,0.44744756,-,-
1.525,0.44651661,-,-
1.53,0.44577464,-,-
1.535,0.44432445,-,-
1.54,0.44452881,-,-
1.545,0.44259757,-,-
1.55,0.43844917,-,-
1.555,0.43808462,-,-
1.56,0.4391708,-,-
1.565,0.4341126,-,-
1.57,0.4356106,-,-
1.575,0.43531011,-,-
1.58,0.43287708,-,-
1.585,0.43127817,-,-
1.59,0.42907148,-,-
1.595,0.43190356,-,-
1.6,0.43026984,-,-
1.605,0.43508987,-,-
1.61,0.42936486,-,-
1.615,0.43147959,-,-
1.62,0.42457103,-,-
1.625,0.42094216,-,-
1.63,0.41906506,-,-
1.635,0.41588356,-,-
1.64,0.41702123,-,-
1.645,0.41241667,-,-
1.65,0.408864,-,-
1.655,0.39871948,-,-
1.66,0.38755815,-,-
1.665,0.37082188,-,-
1.67,0.3513805,-,-
1.675,0.30867057,-,-
1.68,0.27299663,-,-
1.685,0.23416889,-,-
1.69,0.19356037,-,-
1.695,0.15524732,-,-
1.7,0.12207386,-,-
1.705,0.095233694,-,-
1.71,0.074556691,-,-
1.715,0.058024359,-,-
1.72,0.045027008,-,-
1.725,0.036124486,-,-
1.73,0.027468432,-,-
1.735,0.022435379,-,-
1.74,0.018387026,-,-
1.745,0.014422288,-,-
1.75,0.010956062,-,-
1.755,0.0087615514,-,-
1.76,0.0075936289,-,-
1.765,0.0058696009,-,-
1.77,0.004569318,-,-
1.775,0.0038768718,-,-
1.78,0.0030428388,-,-
1.785,0.0022742083,-,-
1.79,0.0038040917,-,-
1.795,0.0032810683,-,-
1.8,0.0028046946,-,-

