Measured X,Measured Y,R_3796 X,R_3796 Y
1.25,0.049985226,1.196,0.0452904
1.255,0.05898789,1.2,0.044214507
1.26,0.070005275,1.204,0.043139703
1.265,0.084156911,1.208,0.042062857
1.27,0.093622398,1.212,0.040985322
1.275,0.10765976,1.216,0.039906917
1.28,0.1220346,1.22,0.038837654
1.285,0.13238726,1.224,0.037773539
1.29,0.13612475,1.228,0.036701394
1.295,0.13321295,1.232,0.035616834
1.3,0.12384124,1.236,0.034516185
1.305,0.11162997,1.24,0.033392867
1.31,0.097482303,1.244,0.03225193
1.315,0.082827421,1.248,0.031101395
1.32,0.06993851,1.252,0.029944824
1.325,0.058681677,1.256,0.028805915
1.33,0.048341157,1.26,0.027711805
1.335,0.038487533,1.264,0.026652893
1.34,0.029741194,1.268,0.025624972
1.345,0.022256029,1.272,0.024605601
1.35,0.016129487,1.276,0.023593733
1.355,0.01199293,1.28,0.022577256
1.36,0.009651824,1.284,0.021560462
1.365,0.0086934425,1.288,0.020536741
1.37,0.0089751376,1.292,0.019522325
1.375,0.0093352938,1.296,0.018506666
1.38,0.010514363,1.3,0.017500201
1.385,0.011381157,1.304,0.016517587
1.39,0.011111602,1.308,0.015570793
1.395,0.010517718,1.312,0.014649327
1.4,0.0096622953,1.316,0.013778687
1.405,0.0087927618,1.32,0.012962099
1.41,0.0084225283,1.324,0.01218026
1.415,0.0084102231,1.328,0.011423468
1.42,0.007959675,1.332,0.010686726
1.425,0.0080243829,1.336,0.0099566646
1.43,0.0082268623,1.34,0.0092243953
1.435,0.0086534247,1.344,0.0084908502
1.44,0.0089859153,1.348,0.0077640311
1.445,0.0090598618,1.352,0.0070505359
1.45,0.0090117659,1.356,0.0063637827
1.455,0.0086725511,1.36,0.0057100757
1.46,0.0083217334,1.364,0.0050994341
1.465,0.0089783713,1.368,0.0045494309
1.47,0.010706919,1.372,0.0040590584
1.475,0.013549963,1.376,0.0036160946
1.48,0.015339797,1.38,0.0032171963
1.485,0.018515004,1.384,0.0028590102
1.49,0.022282064,1.388,0.0025232371
1.495,0.024949923,1.392,0.0021974536
1.5,0.026283466,1.396,0.0018797816
1.505,0.025853428,1.4,0.0015690287
1.51,0.023835386,1.404,0.0012686052
1.515,0.020776538,1.408,0.00098692418
1.52,0.016925844,1.412,0.00073102594
1.525,0.013063872,1.416,0.00050705437
1.53,0.010104517,1.42,0.00032409919
1.535,0.0085069092,1.424,0.00018709044
1.54,0.008523104,1.428,9.3825935e-05
1.545,0.0089601009,1.432,3.8405516e-05
1.55,0.009651257,1.436,1.7709221e-05
1.555,0.011905803,1.44,2.2712512e-05
1.56,0.01515265,1.444,4.4527519e-05
1.565,0.018698289,1.448,7.6126577e-05
1.57,0.02291629,1.452,0.00011577562
1.575,0.027282155,1.456,0.00016654567
1.58,0.030861438,1.46,0.00023546503
1.585,0.033894238,1.464,0.00033327519
1.59,0.035246707,1.468,0.00047184738
1.595,0.033821856,1.472,0.00066319605
1.6,0.031893696,1.476,0.00091738724
1.605,0.029436476,1.48,0.0012404691
1.61,0.026746434,1.484,0.0016320168
1.615,0.022712251,1.488,0.002086022
1.62,0.017735953,1.492,0.0025885782
1.625,0.014269906,1.496,0.0031215555
1.63,0.012496869,1.5,0.0036729022
1.635,0.010578729,1.504,0.0042150257
1.64,0.0099023714,1.508,0.0047371059
1.645,0.011073875,1.512,0.0052190894
1.65,0.0122531,1.516,0.0056166671
1.655,0.014148337,1.52,0.0059122191
1.66,0.016005446,1.524,0.0060986867
1.665,0.019540052,1.528,0.0061747852
1.67,0.024837692,1.532,0.0061447013
1.675,0.033911548,1.536,0.0059782043
1.68,0.044308978,1.54,0.0057373938
1.685,0.060027642,1.544,0.0055867094
1.69,0.078248516,1.548,0.0056467197
1.695,0.091134331,1.552,0.006209307
1.7,0.10377814,1.556,0.0075384833
1.705,0.10934773,1.56,0.0099557262
1.71,0.11281346,1.564,0.013279859
1.715,0.11551506,1.568,0.017368394
1.72,0.11581936,1.572,0.021693703
1.725,0.1142122,1.576,0.02550815
1.73,0.10023781,1.58,0.027758496
1.735,0.084067896,1.584,0.028003388
1.74,0.062646167,1.588,0.02618361
1.745,0.033240064,1.592,0.022187787
1.75,0.018550779,1.596,0.017172583
1.755,0.029119501,1.6,0.012159818
1.76,0.071197781,1.604,0.0083172308
1.765,0.14982728,1.608,0.0064511947
1.77,0.22884809,1.612,0.0071383261
1.775,0.30733996,1.616,0.010392047
1.78,0.36004365,1.62,0.015681625
1.785,0.39325179,1.624,0.022200863
1.79,0.40739749,1.628,0.02898339
1.795,0.4046735,1.632,0.035301194
1.8,0.38464682,1.636,0.040316771
-,-,1.64,0.043451031
-,-,1.644,0.044532032
-,-,1.648,0.043511927
-,-,1.652,0.040648917
-,-,1.656,0.036307548
-,-,1.66,0.031064754
-,-,1.664,0.02561189
-,-,1.668,0.020511587
-,-,1.672,0.016427002
-,-,1.676,0.013919133
-,-,1.68,0.013294392
-,-,1.684,0.014698894
-,-,1.688,0.018033497
-,-,1.692,0.022992991
-,-,1.696,0.029103126
-,-,1.7,0.035768236
-,-,1.704,0.04239481
-,-,1.708,0.048410246
-,-,1.712,0.05330037
-,-,1.716,0.056702631
-,-,1.72,0.058395824
-,-,1.724,0.058292017
-,-,1.728,0.056456221
-,-,1.732,0.053100604
-,-,1.736,0.048550917
-,-,1.74,0.043253873
-,-,1.744,0.037692836
-,-,1.748,0.032398769
-,-,1.752,0.027897973
-,-,1.756,0.024636554
-,-,1.76,0.022948667
-,-,1.764,0.023026817
-,-,1.768,0.02488837
-,-,1.772,0.028388998
-,-,1.776,0.033242711
-,-,1.78,0.039045731
-,-,1.784,0.045345144
-,-,1.788,0.051673384
-,-,1.792,0.057581894
-,-,1.796,0.062671812
-,-,1.8,0.066643736

