Measured X,Measured Y,J_n2185 X,J_n2185 Y
0.4,0.0005637751,-,-
0.41,0.0006536075,-,-
0.42,0.0007605075,-,-
0.43,0.00088532305,-,-
0.44,0.0010311961,-,-
0.45,0.0012013658,-,-
0.46,0.0015868648,-,-
0.47,0.001816041,-,-
0.48,0.0020850227,-,-
0.49,0.0024055047,-,-
0.5,0.0027674473,-,-
0.51,0.0031918594,-,-
0.52,0.0036896098,-,-
0.53,0.0042641621,-,-
0.54,0.0049322352,-,-
0.55,0.0058833211,-,-
0.56,0.0067487297,-,-
0.57,0.0077543297,-,-
0.58,0.0089032859,-,-
0.59,0.010203503,-,-
0.6,0.011692405,-,-
0.61,0.01339555,-,-
0.62,0.015241785,-,-
0.63,0.017295148,-,-
0.64,0.019566711,-,-
0.65,0.022041711,-,-
0.66,0.024709352,-,-
0.67,0.027565656,-,-
0.68,0.030584305,-,-
0.69,0.03372075,-,-
0.7,0.037001336,-,-
0.71,0.040479836,-,-
0.72,0.044210516,-,-
0.73,0.048328047,-,-
0.74,0.052950992,-,-
0.75,0.058228281,-,-
0.76,0.06427718,-,-
0.77,0.071194125,-,-
0.78,0.079025211,-,-
0.79,0.087847648,-,-
0.8,0.097638828,-,-
0.81,0.10839317,-,-
0.82,0.11999525,-,-
0.83,0.1322311,-,-
0.84,0.1448654,-,-
0.85,0.1575532,-,-
0.86,0.16997094,-,-
0.87,0.18194109,-,-
0.88,0.19362758,-,-
0.89,0.2055925,-,-
0.9,0.2185743,-,-
0.91,0.23341469,-,-
0.92,0.25080367,-,-
0.93,0.27131305,-,-
0.94,0.29543164,-,-
0.95,0.32355703,-,-
0.96,0.3562675,-,-
0.97,0.39393391,-,-
0.98,0.43721734,-,-
0.99,0.48666133,-,-
1,0.54287789,-,-
1.01,0.60658203,-,-
1.02,0.67856031,-,-
1.03,0.75948766,-,-
1.04,0.85001984,-,-
1.05,0.95072578,-,-
1.06,1.0623493,-,-
1.07,1.1853531,-,-
1.08,1.3201273,-,-
1.09,1.4665806,-,-
1.1,1.6250945,-,-
1.11,1.7956063,-,-
1.12,1.9785008,-,-
1.13,2.1728883,-,-
1.14,2.3786586,-,-
1.15,2.5953,-,-
1.16,2.822968,-,-
1.17,3.0604234,-,-
1.18,3.3083516,-,-
1.19,3.5655844,-,-
1.2,3.8310453,-,-
1.21,4.1055133,-,-
1.22,4.386907,-,-
1.23,4.6785,-,-
1.24,4.9730133,-,-
1.25,5.2754852,-,-
1.26,5.5859234,-,-
1.27,5.9009781,-,-
1.28,6.2228195,-,-
1.29,6.5505297,-,-
1.3,6.8825375,-,-
1.31,7.2202547,-,-
1.32,7.6157844,-,-

