Measured X,Measured Y,EQE_1718 X,EQE_1718 Y
1.43,0.4059271,1.68,0.15960986
1.435,0.40899092,1.688,0.12513193
1.44,0.412471,1.696,0.092800464
1.445,0.41294994,1.704,0.067312768
1.45,0.41652179,1.712,0.046612511
1.455,0.41713663,1.72,0.033558118
1.46,0.41908774,1.728,0.024072886
1.465,0.42047977,1.736,0.017720587
1.47,0.42106435,1.744,0.015839725
1.475,0.41754531,1.752,0.012870117
1.48,0.40137943,1.76,0.009865439
1.485,0.40406646,1.768,0.0084410368
1.49,0.41321111,1.776,0.0075876684
1.495,0.41871782,1.784,0.007007318
1.5,0.42086159,1.792,0.0056453073
1.505,0.42238821,1.8,0.0045675459
1.51,0.42306488,-,-
1.515,0.42211203,-,-
1.52,0.42072483,-,-
1.525,0.41963686,-,-
1.53,0.41854273,-,-
1.535,0.41652872,-,-
1.54,0.41747523,-,-
1.545,0.41976238,-,-
1.55,0.40696399,-,-
1.555,0.40336328,-,-
1.56,0.40614042,-,-
1.565,0.40239084,-,-
1.57,0.40385061,-,-
1.575,0.40332066,-,-
1.58,0.400759,-,-
1.585,0.3987169,-,-
1.59,0.39679237,-,-
1.595,0.39933075,-,-
1.6,0.3977203,-,-
1.605,0.40325431,-,-
1.61,0.39772603,-,-
1.615,0.3930792,-,-
1.62,0.3876568,-,-
1.625,0.3849127,-,-
1.63,0.38197751,-,-
1.635,0.37911407,-,-
1.64,0.37895797,-,-
1.645,0.37428733,-,-
1.65,0.36979268,-,-
1.655,0.35995424,-,-
1.66,0.34937612,-,-
1.665,0.33309184,-,-
1.67,0.31486942,-,-
1.675,0.27877582,-,-
1.68,0.24057698,-,-
1.685,0.20489766,-,-
1.69,0.16907537,-,-
1.695,0.13699284,-,-
1.7,0.10860585,-,-
1.705,0.085593091,-,-
1.71,0.067328927,-,-
1.715,0.052431091,-,-
1.72,0.040566772,-,-
1.725,0.032395955,-,-
1.73,0.02466799,-,-
1.735,0.019956008,-,-
1.74,0.016245757,-,-
1.745,0.012902934,-,-
1.75,0.009827592,-,-
1.755,0.007848135,-,-
1.76,0.0068220648,-,-
1.765,0.0052327218,-,-
1.77,0.0040523798,-,-
1.775,0.0034108319,-,-
1.78,0.0026644488,-,-
1.785,0.0020010377,-,-
1.79,0.0033127607,-,-
1.795,0.002876144,-,-
1.8,0.0024568877,-,-

